Becken-ID,Bad-ID,Beckentyp,"Abweichende Form","Lage des Beckens",Fläche,Länge,Breite,"Gleichmäßige Tiefe",Variofunktion,"Tiefe Minimum","Tiefe Maximum","Stufen Hubboden",Sprungbecken,"Besondere Aspekte",Schwimmen,Wasserball,Kunstspringen,Turmspringen,Kanu,Synchronschwimmen,Rettungsschwimmen,Anfängerschwimmen,"Sonstige Sportarten","Anzahl Bahnen"
289,112,Kleinkinderbecken,nein,,,,,ja,nein,,,,nein,,,,,,,,,,,
290,113,Schwimmerbecken,,,,25,10,nein,,0.9,2,,nein,"Startblöcke, Lift vorhanden",ja,,nein,nein,nein,ja,ja,ja,,
291,113,Kleinkinderbecken,,,10,,,nein,nein,,,,nein,"mit Spritzrobbe",nein,nein,nein,nein,nein,nein,nein,nein,,
292,114,Schwimmerbecken,ja,2,,25,,nein,nein,1.8,3.6,,ja,,ja,nein,ja,ja,nein,ja,ja,nein,,5
293,114,Nichtschwimmerbecken,ja,2,,,,nein,nein,0.6,1.2,,nein,"Wasserrutsche (ca. 2m hoch, 4m lang) und Wasserpilz",ja,,nein,nein,nein,nein,,ja,,
294,114,Kleinkinderbecken,ja,,,,,ja,nein,,,,nein,Mini-Wasserrutsche,nein,nein,nein,nein,nein,nein,nein,nein,,
295,115,Wellenbecken,ja,,,25,,ja,nein,1.35,1.35,,nein,,,,,,,,,,,4
296,115,Nichtschwimmerbecken,ja,,,,,ja,nein,1.35,1.35,,nein,,,,,,,,,,,
297,115,Wellenbecken,ja,,,,,ja,nein,1.15,1.15,,nein,,,,,,,,,,,
298,115,Warmsprudelbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
299,115,Warmsprudelbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
300,115,Schwimmerbecken,nein,,,25,,nein,nein,1.8,3.8,,ja,,,,,,,,,,,4
301,115,Kursbecken,,,64,8,8,nein,nein,1.25,1.32,,nein,,,,,,,,,,,
302,115,Tauchbecken,nein,,,,,ja,nein,,,,nein,,,,,,,,,,,
303,115,Warmsprudelbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
304,115,Kursbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
305,117,Schwimmerbecken,nein,,,25,,ja,nein,,,,nein,,,,,,,,,,,5
306,118,Schwimmerbecken,nein,,,50,25,nein,,1.3,3.8,,ja,,,,,,,,,,,10
307,118,Nichtschwimmerbecken,nein,,,12,8,nein,nein,0,0.8,,nein,,,,,,,,,,,
314,120,Schwimmerbecken,nein,,,25,15,ja,nein,3.8,3.8,,ja,,,,,,,,,,,6
315,120,Nichtschwimmerbecken,nein,,,15,8,ja,nein,1.1,1.1,,nein,,,,,,,,,,,
316,120,Kleinkinderbecken,nein,,,4,2.5,nein,nein,0.05,0.4,,nein,,,,,,,,,,,
317,120,Schwimmerbecken,nein,,,50,20,nein,nein,1.9,2.1,,nein,,,,,,,,,,,8
318,120,Nichtschwimmerbecken,nein,,,40,20,nein,nein,0.9,1.35,,nein,,,,,,,,,,,
319,121,Schwimmerbecken,,,,25,10,,ja,,,,,,,,,,,,,,,4
328,122,Schwimmerbecken,,,,50,,,,,,,,,,,,,,,,,,6
334,122,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
320,123,Schwimmerbecken,nein,,,25,15,nein,nein,1.25,3.8,,ja,,ja,,,,,,ja,ja,,6
321,123,Nichtschwimmerbecken,nein,,,15,10,nein,nein,0.8,1.25,,nein,,,,,,,,,,,
322,123,Kleinkinderbecken,nein,,,4.5,2.5,nein,nein,0.3,0.6,,,,,,,,,,,,,
323,123,Schwimmerbecken,nein,,,50,20,nein,nein,1.9,2,,nein,,,,,,,,,,,
324,123,Nichtschwimmerbecken,nein,,,45,35,nein,nein,0.8,1.35,,nein,,,,,,,,,,,
325,123,Kleinkinderbecken,nein,,100,,,nein,nein,0.2,0.4,,nein,,,,,,,,,,,
326,124,Schwimmerbecken,nein,,,25,15,nein,nein,1.3,3.85,,ja,,,,,,,,,,,6
327,124,Nichtschwimmerbecken,nein,,,15,10,nein,nein,1,1.3,,nein,,,,,,,,,,,
329,124,Kleinkinderbecken,nein,,,4,2.2,ja,nein,0.25,0.25,,nein,,,,,,,,,,,
330,124,Schwimmerbecken,nein,,,50,22,nein,nein,1.8,2.2,,nein,,,,,,,,,,,8
331,124,Nichtschwimmerbecken,ja,,820,,,nein,nein,0.8,1.25,,nein,,,,,,,,,,,
332,124,Kleinkinderbecken,ja,,200,,,nein,nein,0,0.4,,nein,,,,,,,,,,,
333,125,Schwimmerbecken,nein,,,25,17,nein,nein,2,2,,nein,,,,,,,,,,,5
335,125,Nichtschwimmerbecken,ja,,885,,,nein,nein,0.8,1.35,,nein,,,,,,,,,,,
336,125,Kleinkinderbecken,ja,,120,,,nein,nein,0,0.6,,nein,,,,,,,,,,,
337,125,Wellenbecken,ja,,,44,21,nein,nein,0,1.85,,nein,,,,,,,,,,,
338,126,Schwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
339,126,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
340,126,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
341,127,Schwimmerbecken,,,,75,20,nein,nein,1,3,,ja,,,,,,,,,,,7
342,127,Nichtschwimmerbecken,,,,55,36,nein,nein,0,1,,nein,,,,,,,,,,,
343,127,Kleinkinderbecken,ja,,100,,,nein,nein,0,0,,nein,,,,,,,,,,,
344,128,Schwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
345,129,Schwimmerbecken,,,,,,,,,,,,,,,,,,,,,,4
346,129,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
347,129,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
348,130,Schwimmerbecken,nein,,,25,,nein,nein,,,,ja,,,,,,,,,,,6
349,130,Nichtschwimmerbecken,,,,,,,,,,,nein,,,,,,,,,,,
350,130,Kleinkinderbecken,,,,,,,,,,,nein,,,,,,,,,,,
352,132,Schwimmerbecken,nein,,,50,21,ja,nein,2,2,,nein,,,,,,,,,,,8
353,132,Springerbecken,,,,18,18,ja,nein,4.78,4.78,,ja,,,,,,,,,,,
354,132,Nichtschwimmerbecken,ja,,800,,,nein,nein,0.5,1,,nein,,,,,,,,,,,
355,132,Kleinkinderbecken,ja,,180,,,,nein,,,,nein,,,,,,,,,,,
356,134,Schwimmerbecken,nein,,,50,21,ja,nein,2,2,,nein,,,,,,,,,,,8
357,134,Schwimmerbecken,nein,,,46,21,nein,nein,,,,nein,,,,,,,,,,,8
358,134,Schwimmerbecken,nein,,,18,18,ja,nein,5,5,,ja,,,,,,,,,,,
359,134,Wellenbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
360,134,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
362,135,Kleinkinderbecken,,,,6,6,,,,,,,,,,,,,,,,,
363,135,Nichtschwimmerbecken,,,,12,12,ja,,,1,,,,,,,,,,,,,
364,135,Schwimmerbecken,,,,25,16,nein,nein,1,3,,,,,,,,,,,,,
365,136,Schwimmerbecken,,,,25,,ja,,,1.8,,,,,,,,,,,,,3
366,136,Warmsprudelbecken,,,,,,,,,,,,,,,,,,,,,,
367,138,Schwimmerbecken,,,,25,,,,,,,,,,,,,,,,,,3
368,138,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
369,138,Warmsprudelbecken,,,,,,,,,,,,,,,,,,,,,,
370,138,Kaltwasser-Tretbecken,,,,,,,,,,,,,,,,,,,,,,
371,140,Schwimmerbecken,,,,25,16.6,,,,,,,,,,,,,,,,,
372,140,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
373,140,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
755,140,Warmsprudelbecken,,,,,,,,,,,,,,,,,,,,,,
756,140,Kursbecken,,,,,,,,,,,,,,,,,,,,,,
374,141,Schwimmerbecken,nein,1,312.5,25,12.5,nein,nein,,,,ja,,ja,nein,nein,nein,nein,ja,ja,ja,,
375,141,Nichtschwimmerbecken,,1,75,12.5,6,nein,nein,,,,nein,,nein,nein,nein,nein,nein,nein,nein,ja,,
376,142,Schwimmerbecken,nein,2,,50,21,ja,nein,,,,nein,,ja,nein,nein,nein,nein,nein,ja,nein,,8
377,142,Springerbecken,,,,12.45,11.75,ja,nein,5,5,,ja,,nein,nein,ja,ja,nein,nein,nein,nein,,
378,142,Nichtschwimmerbecken,ja,,1303,,,nein,nein,,,,nein,,nein,nein,nein,nein,nein,nein,nein,ja,,
379,142,Kleinkinderbecken,ja,,260,,,nein,nein,0.16,0.3,,nein,,nein,nein,nein,nein,nein,nein,nein,nein,,
380,143,Schwimmerbecken,nein,,425,25,16.67,nein,nein,,,,ja,,,nein,nein,nein,nein,,,ja,,6
381,143,Nichtschwimmerbecken,nein,,160,16.67,10,nein,nein,,,,nein,,nein,nein,nein,nein,nein,nein,nein,ja,,
382,143,Kleinkinderbecken,ja,,59,,,nein,nein,,,,nein,,nein,nein,nein,nein,nein,nein,nein,nein,,
383,144,Schwimmerbecken,nein,,,50,23,nein,nein,,,,ja,,,,,,,,,,,8
384,144,Nichtschwimmerbecken,ja,,1400,,,nein,nein,,,,nein,,,,,,,,,,,
385,144,Kleinkinderbecken,ja,,176,,,,nein,,,,nein,,,,,,,,,,,
386,145,Schwimmerbecken,nein,,312.5,25,12.5,nein,nein,1.2,3.5,,ja,"Lift vorhanden",ja,nein,nein,nein,nein,nein,ja,ja,,5
387,145,Schwimmerbecken,ja,,825,25,33,ja,nein,1.8,1.8,,nein,,ja,nein,nein,nein,nein,nein,nein,nein,,8
388,145,Nichtschwimmerbecken,ja,,640,,,nein,nein,,,,nein,"Rutsche, Wasserpilz",nein,nein,nein,nein,nein,nein,nein,nein,,
389,145,Nichtschwimmerbecken,ja,,360,,,nein,nein,,,,nein,,nein,nein,nein,nein,nein,nein,nein,nein,,
390,145,Kleinkinderbecken,ja,,217,,,,nein,,,,nein,,nein,nein,nein,nein,nein,,nein,nein,,
19891,145,Nichtschwimmerbecken,,,100,12.5,8,,,0,1.09,,nein,"Düsen, Wasserfall",nein,nein,nein,nein,nein,nein,nein,ja,,
391,146,Schwimmerbecken,nein,,1000,50,20,ja,nein,2,2,,nein,,ja,ja,nein,nein,ja,ja,,nein,,8
392,146,Nichtschwimmerbecken,nein,,62.5,12.5,5,nein,nein,0.4,1.2,,nein,,nein,nein,nein,nein,nein,nein,nein,ja,,
393,147,Schwimmerbecken,nein,,,25,,,nein,,,,nein,,,,,,,,,,,3
394,148,Schwimmerbecken,ja,,,25,,nein,nein,,,,nein,,,,,,,,,,,
395,148,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
396,149,Schwimmerbecken,nein,,,27,18,nein,nein,,,,nein,,,,,,,,,,,
397,149,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
398,150,Schwimmerbecken,nein,,,25,,nein,nein,,,,ja,,,,,,,,,,,5
399,150,Nichtschwimmerbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
400,150,Kleinkinderbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
401,150,Wellenbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
402,150,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
403,150,Nichtschwimmerbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
404,150,Warmsprudelbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
405,150,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
19760,153,Schwimmerbecken,,,,50,,nein,nein,0.8,2.1,,ja,"Einstiegshandläufe für Menschen mit Gehbeeinträchtigung vorhanden",ja,nein,nein,ja,nein,nein,ja,ja,,6
19707,154,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
19761,155,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
407,158,Schwimmerbecken,ja,,,25,10,nein,nein,,,,ja,"1 m Sprungbrett, 3 m Sprungturm, Einstiegstreppe, Einstiegshilfe vorhanden",ja,,,,,ja,ja,ja,,4
408,158,Nichtschwimmerbecken,nein,,,,,nein,nein,,,,nein,,nein,nein,nein,nein,nein,nein,ja,ja,,1
410,159,Schwimmerbecken,nein,,,25,,,nein,,,,ja,,,,,,,,,,,4
411,160,Schwimmerbecken,,,,,,,nein,,,,,,,,,,,,,,,
412,160,Nichtschwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
19762,161,Schwimmerbecken,,,,,,,,,,,ja,,,,,,,,,,,0
19763,161,Nichtschwimmerbecken,nein,,,,,,nein,,,,nein,,,,,,,,,,,0
413,162,Schwimmerbecken,nein,,,25,,,nein,,,,ja,,,,,,,,,,,4
414,163,Schwimmerbecken,,,,,,,nein,,,,,,,,,,,,,,,
415,163,Nichtschwimmerbecken,ja,,,,,,nein,,,,,,,,,,,,,,,
416,163,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
417,164,Schwimmerbecken,nein,,,25,16,nein,nein,1,1,,,,,,,,,,,,,
418,164,Nichtschwimmerbecken,nein,,,12,8,nein,nein,,1,,nein,,,,,,,,,,,
419,164,Kleinkinderbecken,ja,,30,,,,nein,,,,nein,,,,,,,,,,,
424,164,Schwimmerbecken,,,,25,12,nein,,1,1,,,,,,,,,,,,,
420,166,Schwimmerbecken,nein,,,25,16.67,nein,nein,1.5,1.9,,nein,,,,,,,,,,,
421,166,Nichtschwimmerbecken,,,,12.5,8,nein,nein,,1.25,,nein,,,,,,,,,,,
422,166,Kleinkinderbecken,,,30,,,,nein,,,,nein,,,,,,,,,,,
425,167,Schwimmerbecken,,,,25,,,nein,,,,nein,,,,,,,,,,,4
426,167,Schwimmerbecken,nein,,,,,nein,ja,,,,,,,,,,,,,,,
427,169,Schwimmerbecken,nein,,,25,,,nein,,,,nein,,,,,,,,,,,
428,169,Springerbecken,,,,,,,,,3.95,,ja,,,,,,,,,,,
429,169,Nichtschwimmerbecken,nein,,,,,,nein,,,,nein,,,,,,,,,,,
430,169,Kleinkinderbecken,,,,,,,nein,,,,,,,,,,,,,,,
431,170,Schwimmerbecken,ja,,,25,8,nein,nein,,,,ja,,,,,,,,,,,
432,170,Nichtschwimmerbecken,,,30,,,nein,nein,0,0,,nein,,,,,,,,,,,
19629,171,Schwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
433,172,Schwimmerbecken,,,,50,,,nein,,,,,,,,,,,,,,,8
434,172,Nichtschwimmerbecken,,,,,,,nein,,,,,,,,,,,,,,,
435,172,Kleinkinderbecken,,,,,,,nein,,,,,,,,,,,,,,,
436,173,Schwimmerbecken,nein,,,25,17,nein,nein,1.4,1.8,,,,,,,,,,,,,6
437,173,Nichtschwimmerbecken,ja,,121,11,11,nein,nein,0.75,1.35,,nein,,,,,,,,,,,
438,173,Kleinkinderbecken,ja,,27,,,nein,nein,0,0.4,,nein,,,,,,,,,,,
16362,173,Schwimmerbecken,,,,50,18,,,,2,,,,,,,,,,,,,7
16363,173,Springerbecken,nein,,,20,18,ja,,,4.7,,,,,,,,,,,,,
16364,173,Nichtschwimmerbecken,,,,37,16,nein,,0.75,1.35,,,,,,,,,,,,,
16365,173,Kleinkinderbecken,,,,20,15,nein,,0.1,0.5,,,,,,,,,,,,,
439,174,Schwimmerbecken,nein,,625,50,12.5,nein,nein,1.5,4.5,,ja,,,,,,,,,,,
440,174,Kleinkinderbecken,nein,,260,,,nein,nein,0.3,1,,nein,,,,,,,,,,,
441,175,Schwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
442,176,Schwimmerbecken,nein,,,25,16.67,,nein,1.4,1.8,,nein,,,,,,,,,,,
443,176,Nichtschwimmerbecken,,,,,,nein,nein,,,,nein,,,,,,,,,,,
444,176,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
445,176,Warmsprudelbecken,,,,2.5,2.5,,nein,,,,nein,,,,,,,,,,,
446,177,Schwimmerbecken,,,,25,,nein,nein,,,,nein,,,,,,,,,,,
447,177,Springerbecken,,,,,,,nein,,,,ja,,,,,,,,,,,
448,177,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
449,178,Nichtschwimmerbecken,ja,,,,,nein,nein,,,,,,,,,,,,,,,
450,178,Nichtschwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
451,178,Schwimmerbecken,,,,25,,,nein,,,,nein,,,,,,,,,,,
452,178,Warmsprudelbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
453,179,Schwimmerbecken,ja,,,,,nein,nein,,,,,,,,,,,,,,,
454,180,Variobecken,nein,3,,,,nein,ja,,,,nein,,,,,,,,,,,5
455,180,Springerbecken,nein,1,,,,,nein,,,,ja,,,,ja,ja,,,,,,
456,180,Kleinkinderbecken,,1,,,,ja,nein,,,,nein,,nein,nein,nein,nein,nein,nein,nein,nein,,
457,180,Nichtschwimmerbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
458,180,Nichtschwimmerbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
459,180,Schwimmerbecken,nein,,,,,ja,nein,,,,nein,,,,,,,,,,,
460,180,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
461,180,Tauchbecken,ja,,,,,ja,,,,,nein,,,,,,,,,,,
464,181,Nichtschwimmerbecken,nein,,,,,,nein,,,,nein,,,,,,,,,,,
465,181,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
466,181,Warmsprudelbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
462,182,Schwimmerbecken,nein,,416.5,25,16.66,nein,nein,,,,ja,,ja,nein,nein,nein,nein,nein,ja,ja,Unterwasserrugby,6
463,182,Nichtschwimmerbecken,nein,,112.5,12.5,9,,nein,,,,nein,,nein,nein,nein,nein,nein,,,ja,,
467,183,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
468,183,Warmsprudelbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
469,183,Tauchbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
470,183,Nichtschwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
471,183,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
472,183,Nichtschwimmerbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
473,183,Nichtschwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
474,183,Nichtschwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
475,184,Schwimmerbecken,nein,,250,25,10,nein,nein,,,,ja,,ja,nein,nein,nein,nein,nein,ja,ja,,4
478,187,Schwimmerbecken,nein,,,,,nein,nein,,,,ja,,,,,,,,,,,
479,188,Schwimmerbecken,nein,,,25,,nein,nein,,,,ja,,ja,ja,,ja,,ja,,ja,,
480,188,Schwimmerbecken,,,,25,,,nein,,,,nein,,ja,ja,,,,ja,,,,
481,188,Kleinkinderbecken,nein,,,,,,nein,,,,nein,,,,,,,,,,,
20071,188,Wellenbecken,ja,,,,,nein,nein,,,,nein,,nein,,nein,nein,,nein,,nein,,
482,189,Schwimmerbecken,nein,,,25,12,,nein,,,,nein,,,,,,,,,,,
483,189,Nichtschwimmerbecken,,,,12,8,,nein,,,,nein,,,,,,,,,,,
484,189,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
485,190,Schwimmerbecken,,,,30,25,,nein,,2.1,,nein,,,,,,,,,,,12
486,190,Schwimmerbecken,,,,15,8,,nein,,,,nein,,,,,,,,,,,
487,190,Schwimmerbecken,,,,9.5,6,,nein,,,,nein,,,,,,,,,,,
488,190,Kleinkinderbecken,nein,,,2.2,2.2,,nein,,0.3,,nein,,,,,,,,,,,
489,191,Schwimmerbecken,nein,,,25,10,,nein,,,,nein,,,,,,,,,,,
490,191,Nichtschwimmerbecken,,,,12.5,8,,nein,,,,nein,,,,,,,,,,,
491,192,Schwimmerbecken,nein,,312.5,25,12.5,nein,nein,,,,nein,,ja,nein,nein,nein,nein,nein,ja,ja,,5
492,193,Schwimmerbecken,nein,,800,50,16,ja,,,,,nein,,ja,nein,nein,nein,nein,nein,ja,,,6
493,193,Nichtschwimmerbecken,nein,,480,30,16,nein,nein,,,,nein,,nein,nein,nein,nein,nein,nein,nein,,,6
494,193,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
495,194,Schwimmerbecken,nein,,,25,,nein,nein,1.2,2,,nein,,,,,,,,,,,4
496,194,Warmsprudelbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
497,195,Schwimmerbecken,nein,,,25,10,nein,nein,1.35,1.8,,nein,"Lift vorhanden",,,,,,,,,,4
498,195,Nichtschwimmerbecken,ja,,360,,,,nein,,,,nein,"Lift vorhanden",,,,,,,,,,
499,195,Kleinkinderbecken,ja,,50,,,ja,nein,0.3,0.3,,nein,,,,,,,,,,,
510,197,Variobecken,nein,,,,,ja,ja,0.9,1.8,,nein,,,,,,,,,,,
503,199,Schwimmerbecken,nein,,,50,25,,nein,,,,nein,,,,,,,,,,,
504,199,Nichtschwimmerbecken,,,,20,8,,nein,,,,nein,,,,,,,,,,,
505,199,Warmsprudelbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
506,200,Schwimmerbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
507,200,Nichtschwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
508,201,Schwimmerbecken,,,,,,nein,nein,,,,nein,,,,,,,,,,,
509,201,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
512,202,Schwimmerbecken,,,,50,20,,nein,1.2,2.6,,nein,,,,,,,,,,,8
513,202,Kleinkinderbecken,,,,9,4,nein,nein,0,0.8,,nein,,,,,,,,,,,
511,203,Naturbecken,ja,,6500,,,nein,nein,,,,ja,,,,,,,,,,,
514,204,Schwimmerbecken,,,,,,nein,nein,,,,nein,,,,,,,,,,,3
515,205,Schwimmerbecken,nein,,,,,nein,nein,,,,ja,,,,,,,,,,,3
516,206,Schwimmerbecken,nein,,,,,ja,nein,,,,nein,,,,,,,,,,,5
517,206,Nichtschwimmerbecken,nein,,,,,nein,nein,,,,nein,,,,,,,,,,,
518,206,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
519,207,Schwimmerbecken,ja,,,25,12.5,,nein,,,,nein,,,,,,,,,,,
520,207,Nichtschwimmerbecken,,,,12.5,8,,nein,,,,nein,,,,,,,,,,,
521,207,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
523,208,Schwimmerbecken,nein,,,,,nein,nein,0.95,2.7,,nein,,,,,,,,,,,3
522,209,Schwimmerbecken,ja,,,25,,,nein,,,,nein,,,,,,,,,,,4
524,210,Schwimmerbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
525,211,Schwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
526,211,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
527,212,Schwimmerbecken,,,,25,,,nein,,2,,nein,,,,,,,,,,,4
528,212,Nichtschwimmerbecken,,,,,,,ja,0.6,1.8,,nein,,,,,,,,,,,
529,214,Wellenbecken,,,,,,,,,,,,,,,,,,,,,,
19547,215,Schwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
530,216,Nichtschwimmerbecken,nein,,,,,,nein,,,,nein,,,,,,,,,,,
531,216,Nichtschwimmerbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
532,216,Warmsprudelbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
533,217,Schwimmerbecken,,,,25,,,nein,,,,ja,,,,,,,,,,,
534,217,Nichtschwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
535,217,Kleinkinderbecken,nein,,,,,,nein,,,,nein,,,,,,,,,,,
536,218,Schwimmerbecken,,,,25,,,nein,,,,ja,,,,,,,,,,,
537,218,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
538,218,Nichtschwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
539,218,Nichtschwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
540,219,Schwimmerbecken,ja,,,25,,nein,nein,,,,ja,,,,,,,,,,,5
541,219,Nichtschwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
542,219,Kleinkinderbecken,nein,,,,,,nein,,,,nein,,,,,,,,,,,
543,220,Schwimmerbecken,,,,16,8.5,,nein,,,,nein,,,,,,,,,,,3
544,221,Nichtschwimmerbecken,,,,,,nein,nein,,,,nein,,,,,,,,,,,
545,221,Schwimmerbecken,,,,25,,,nein,,,,ja,,,,,,,,,,,6
546,221,Variobecken,,,,16,10,nein,ja,,,,nein,,,,,,,,,,,
547,221,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
548,221,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
549,221,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
550,221,Warmsprudelbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
551,221,Warmsprudelbecken,nein,,,,,nein,nein,,,,nein,,,,,,,,,,,
552,222,Schwimmerbecken,,,,25,8,nein,ja,,,,nein,,,,,,,,,,,4
554,224,Schwimmerbecken,,,,,,nein,nein,,,,ja,,,,,,,,,,,
555,224,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
556,225,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
557,225,Variobecken,,,,,,,ja,,1.8,,,,,,,,,,,,,
558,225,Schwimmerbecken,nein,,318,25,,ja,nein,,2,,nein,,,,,,,,,,,5
559,225,Nichtschwimmerbecken,,,155,,,,nein,,1.2,,nein,,,,,,,,,,,
560,225,Springerbecken,,,,,,ja,nein,,3.8,,ja,,,,,,,,,,,
561,226,Schwimmerbecken,ja,,,50,18,nein,nein,1.35,3.8,,ja,,,,,ja,,,,,,6
562,226,Nichtschwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
563,226,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
564,227,Schwimmerbecken,nein,,,25,,,nein,,,,nein,,,,,,,,,,,6
565,227,Nichtschwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
566,227,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
568,229,Schwimmerbecken,nein,,,50,,,nein,,,,ja,,,,,,,,,,,
569,229,Nichtschwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
570,229,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
571,230,Springerbecken,ja,,,15,12,,nein,,,,ja,,,,,,,,,,,
572,230,Schwimmerbecken,,,,50,15,,nein,,,,nein,,,,,,,,,,,
573,230,Nichtschwimmerbecken,nein,,,,,,nein,,,,nein,,,,,,,,,,,
574,230,Kleinkinderbecken,,,50,,,,nein,,,,nein,,,,,,,,,,,
576,232,Schwimmerbecken,,,,25,15,,nein,,,,nein,,,,,,,,,,,
577,232,Kleinkinderbecken,,,,,,,nein,,0,,nein,,,,,,,,,,,
579,234,Schwimmerbecken,nein,,,50,,,nein,,,,nein,,,,,,,,,,,6
580,234,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
584,235,Schwimmerbecken,nein,,,25,,,nein,,,,nein,,,,,,,,,,,5
585,235,Nichtschwimmerbecken,nein,,,,,,nein,,,,nein,,,,,,,,,,,
